[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Brick, 2 = Candle , 3 = Gate
# Simon
0	160	400	-1	8	1490	272	-1	0
# Brick
1	32	80	2	2
1	32	112	2	2
1	32	144	2	2
1	32	176	2	2
1	32	208	2	2
1	32	240	2	2
1	32	272	2	2
1	32	304	2	2
1	32	336	2	2
1	32	368	2	2
1	32	400	2	2
1	64	400	2	2
1	96	400	2	2
1	160	400	2	2
1	256	272	2	2
1	288	272	2	2
1	320	400	2	2
1	352	400	2	2
1	384	400	2	2
1	416	400	2	2
1	448	272	2	2
1	448	400	2	2
1	480	272	2	2
1	480	400	2	2
1	512	400	2	2
1	544	400	2	2
1	576	400	2	2
1	608	400	2	2
1	704	400	2	2
1	736	400	2	2
1	832	336	2	2
1	864	336	2	2
1	896	400	2	2
1	928	400	2	2
1	960	304	2	2
1	960	432	2	2
1	992	304	2	2
1	992	432	2	2
1	1024	432	2	2
1	1056	432	2	2
1	1088	272	2	2
1	1120	272	2	2
1	1216	400	2	2
1	1248	400	2	2
1	1280	400	2	2
1	1312	400	2	2
1	1344	368	2	2
1	1376	368	2	2
1	1408	304	2	2
1	1440	304	2	2
1	1472	208	2	2
1	1472	336	2	2
1	1504	208	2	2
1	1504	336	2	2
# Gate
3	192	464	4
3	1540	240	6
# Stair
4	128	400	7	4
4	160	432	7	3
4	128	368	7	5
4	160	336	7	5
4	192	304	7	5
4	224	272	7	5
4	768	368	7	5
4	800	336	7	5
4	1152	272	7	2
4	1184	304	7	2
4	1216	336	7	2
4	1248	368	7	2
