[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Brick, 2 = Candle , 3 = Gate , 4 = Stair
# Simon
0	0	304	1	0	0	304	1	0

# Brick
1	-32	336	2	0	0	1
1	-32	304	2	0	0	1
1	-32	272	2	0	0	1
1	-32	240	2	0	0	0
1	0	368	2	0	0	1
1	32	368	2	0	0	1
1	64	368	2	0	0	1
1	96	368	2	0	0	1
1	128	368	2	0	0	1
1	160	368	2	0	0	1
1	192	368	2	0	0	1
1	224	368	2	0	0	1
1	256	368	2	0	0	1
1	288	368	2	0	1	1
1	320	368	2	0	1	1
1	352	368	2	0	1	1
1	384	368	2	0	1	1
1	416	368	2	0	1	1
1	448	368	2	0	1	1
1	480	368	2	0	1	1
1	512	368	2	0	1	1
1	544	368	2	0	2	1
1	576	368	2	0	2	1
1	608	368	2	0	2	1
1	640	368	2	0	2	1
1	672	368	2	0	2	1
1	704	368	2	0	2	1
1	736	368	2	0	2	1
1	768	368	2	0	2	1
1	800	368	2	0	3	1
1	832	368	2	0	3	1
1	864	368	2	0	3	1
1	896	368	2	0	3	1
1	928	368	2	0	3	1
1	960	368	2	0	3	1
1	992	368	2	0	3	1
1	1024	368	2	0	3	1
1	1056	368	2	0	4	1
1	1088	368	2	0	4	1
1	1120	368	2	0	4	1
1	1152	368	2	0	4	1
1	1184	368	2	0	4	1
1	1216	368	2	0	4	1
1	1248	368	2	0	4	1
1	1280	368	2	0	4	1
1	1312	368	2	0	4	1
1	1344	368	2	0	5	1
1	1376	368	2	0	5	1
1	1408	368	2	0	5	1
1	1440	368	2	0	5	1
1	1472	368	2	0	5	1
1	1504	368	2	0	5	1
1	1536	368	2	0	5	1
#1	1568	368	2	0	5	1
#1	1600	368	2	0	6	1
# Candle
2	192	304	0	1	0	1
2	448	304	0	6	1	1
2	704	304	0	6	2	1
2	960	304	0	1	3	1
2	1216	304	0	8	4	1
# Gate
3	1408	272	2	5	1
